price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
555000,4,2,3310,6500,2,0,0,3,3310,0,2012,1912,38,38
459990,3,2,2680,5539,2,0,0,3,2680,0,2013,1923,27,27
625000,4,3,2730,54014,1,0,0,3,1560,1170,2007,0,32,37
300000,3,2,2540,5050,2,0,0,3,2540,0,2006,0,18,26
625000,4,2,2920,6605,2,0,0,3,2920,0,2012,1912,32,37
553000,2,1,900,5000,1,0,0,3,900,0,1944,0,35,56
379880,3,2,1650,14054,1,0,0,4,1130,520,1986,0,16,15
310000,3,1,1010,9945,1,0,0,4,1010,0,1973,0,38,38
775000,2,2,2680,7392,1,0,0,3,2680,0,2004,2003,31,32
365000,3,2,2200,7350,1,0,0,5,1570,630,1988,0,32,36
331950,4,2,2530,9933,2,0,2,3,2010,520,1990,2009,1,45
783500,3,2,2850,7130,2,0,0,3,1990,860,1980,0,35,59
628000,4,2,2280,6010,1,0,0,3,1140,1140,1900,2005,35,59
560000,3,2,1900,8744,2,0,0,3,1900,0,1987,2000,33,42
900000,3,1,1330,77972,1,0,0,3,1330,0,1928,1954,19,21
531000,2,3,1270,1175,2,0,0,3,1110,160,2000,0,35,47
831000,4,3,2170,4000,2,0,0,4,1610,560,1982,2011,35,53
780000,4,2,2730,10281,2,0,2,3,2730,0,1996,0,33,42
755000,4,2,2120,10202,1,0,0,4,1620,500,1960,2001,3,4
705380,3,2,2490,4343,2,0,0,3,2490,0,2003,0,16,17
627000,4,2,1990,7712,1,0,0,3,1210,780,1973,2013,16,15
865000,4,3,3690,9892,2,0,0,3,3690,0,1998,2006,33,43
580000,2,1,2540,7000,1,0,0,5,1320,1220,1942,0,35,57
410000,3,2,1800,36704,1,0,0,4,1360,440,1978,2000,16,15
485000,4,3,2340,7048,1,0,0,4,1340,1000,1979,0,19,22
400000,2,1,2110,9519,1,0,0,2,2110,0,1948,0,36,67
549000,2,1,1140,5400,1,0,0,5,1140,0,1908,0,35,53
620000,3,1,1480,2185,2,0,0,3,1480,0,2005,0,19,21
405000,2,3,1410,1240,2,0,0,3,1140,270,2006,0,35,63
232000,2,1,1200,8063,1,0,0,4,1200,0,1958,1972,10,73
800866,5,2,3180,13806,2,0,0,4,3180,0,1990,0,19,21
650000,3,1,2160,9000,1,0,2,4,1400,760,1949,1985,35,70
823000,6,1,2920,5000,2,0,0,4,2780,140,1908,0,35,59
770000,3,2,2350,5700,1,0,0,4,1810,540,1939,1989,35,53
524000,3,1,1560,5520,1,0,0,4,780,780,1944,0,35,74
541125,5,2,2740,8426,1,0,0,4,1370,1370,1960,2001,3,5
670000,3,2,1680,2000,3,0,0,3,1680,0,1909,1998,35,48
384900,5,2,3090,12750,1,0,0,3,1750,1340,1968,1997,14,13
406100,3,2,1410,1332,3,0,0,3,1410,0,2005,0,35,47
1395000,5,3,4010,8510,2,0,1,5,2850,1160,1971,0,35,48
736500,4,2,3180,21904,2,0,3,3,3180,0,2000,0,32,37
570000,3,2,2010,6000,1,0,0,3,1330,680,1975,0,31,31
787000,3,1,1330,7500,1,0,0,3,1330,0,1961,2004,3,3
328000,4,2,2370,6500,2,0,0,3,2370,0,1998,2006,1,45
435000,5,2,1840,9240,1,0,0,4,1540,300,1942,1958,35,62
499000,4,2,2910,6479,2,0,0,3,2910,0,2006,0,38,38
501000,4,1,2070,7519,1,0,0,3,1160,910,1963,2008,3,7
1090000,4,2,4340,141570,2,0,0,3,4340,0,1992,0,31,32
400000,2,1,840,5510,1,0,0,3,840,0,1955,2005,35,63
220000,4,1,1240,9600,1,0,0,3,1240,0,1971,0,14,13
657100,4,1,1390,4240,1,0,0,3,1050,340,1924,2011,35,47
309950,4,2,2310,5000,2,0,0,3,2310,0,2006,0,21,23
300000,3,2,1050,10072,1,0,0,3,1050,0,1986,0,11,11
525888,5,1,2550,71874,1,0,0,5,1810,740,1960,0,16,15
740000,4,1,2010,3600,1,0,0,3,2010,0,1902,0,35,58
340000,5,1,1120,9022,1,0,0,4,1120,0,1962,0,19,22
398750,3,2,2230,4000,2,0,0,3,2230,0,1954,2005,35,64
206000,2,1,810,7158,1,0,0,5,810,0,1944,0,6,69
1030000,5,2,3190,16920,1,0,3,3,1690,1500,1976,0,3,5
600000,3,1,1670,39639,1,0,0,4,1670,0,1976,1992,33,43
379950,4,1,1970,9389,1,0,0,5,1140,830,1960,0,36,62
287000,3,1,1450,6000,1,0,0,4,1450,0,1953,1983,35,57
2280000,7,8,13540,307752,3,0,4,3,9410,4130,1999,0,31,32
309950,3,2,1880,7838,2,0,0,3,1880,0,1994,0,32,33
600000,3,1,1880,6360,1,0,0,4,1040,840,1945,0,35,54
418000,3,2,1410,6030,1,0,0,4,1410,0,1930,0,35,47
449250,4,2,1480,3844,1,0,0,5,1480,0,1928,1970,35,62
329950,2,1,1140,5250,1,0,0,4,1140,0,1949,1985,35,62
245000,3,1,1920,9306,1,0,0,3,1000,920,1984,0,1,0
549000,4,2,2910,6338,2,0,0,3,2910,0,2008,0,32,37
800000,3,2,3240,7857,2,0,0,3,3240,0,1994,0,33,43
249950,3,2,1550,15040,1,0,0,4,1550,0,1958,1972,32,37
210000,5,2,2050,10200,1,0,0,3,1430,620,1956,2001,10,73
1425000,2,2,2220,4000,2,0,0,3,2220,0,2000,0,35,53
585000,2,1,1770,8640,1,0,0,3,1520,250,1949,1998,35,56
615000,4,1,2300,11700,1,0,0,4,1960,340,1977,0,31,31
618500,3,2,1800,5000,1,0,0,4,1080,720,1942,1982,35,54
487585,4,1,2010,9211,1,0,0,3,1470,540,1977,2004,19,22
509900,3,2,1790,2700,2,0,0,3,1790,0,2010,0,16,15
631625,4,2,2440,6651,2,0,0,3,2440,0,2014,0,35,56
555000,3,2,1940,3211,2,0,0,3,1940,0,2009,0,16,15
340000,2,1,1160,1438,2,0,0,3,1160,0,2001,0,35,64
830000,4,2,3400,9692,2,0,0,3,3400,0,2007,0,31,31
890000,4,4,4420,5750,2,0,0,3,3410,1010,2006,0,16,15
366750,3,3,1571,2017,3,0,0,3,1571,0,2008,0,35,60
415000,3,2,1620,998,2,0,0,3,1540,80,2010,0,16,17
416286,3,2,1408,989,3,0,0,3,1408,0,2005,0,35,54
478000,3,2,3040,4535,2,0,0,3,3040,0,2007,0,32,34
890000,5,3,4490,6000,2,0,0,3,3200,1290,2006,0,16,15
419190,2,2,1590,1426,2,0,0,3,1590,0,2014,0,16,17
712198,4,2,2450,4247,2,0,0,3,2450,0,2013,1923,31,31
397000,4,2,1440,7680,1,0,0,3,1200,240,1971,0,19,22
450000,2,2,1100,3000,1,0,0,3,1100,0,1912,2005,35,56
353000,3,1,1350,7740,1,0,0,4,860,490,1947,1988,35,60
609000,4,2,2150,37981,2,0,0,3,2150,0,1985,0,31,31
234000,3,1,1490,8366,1,0,0,4,1010,480,1975,0,9,26
561000,3,2,2000,7000,2,0,0,3,2000,0,1916,1986,35,63
469000,2,1,1030,4400,1,0,0,3,1030,0,1924,2011,35,56
329350,2,1,720,6687,1,0,0,3,720,0,1942,1999,35,56
488000,5,2,2020,5000,1,0,0,4,2020,0,1938,0,35,56
279900,3,1,1580,8151,1,0,1,4,1100,480,1962,0,10,73
606000,4,2,2110,13850,2,0,0,3,2110,0,1987,2000,16,15
312000,4,2,1300,7054,1,0,0,3,1300,0,1950,2013,35,65
650000,3,1,1630,7475,1,0,1,3,1160,470,1940,1996,35,54
1135000,4,2,3370,8103,1,0,3,3,1970,1400,1970,2014,35,63
325000,4,2,1890,6156,1,0,0,3,980,910,1980,0,35,49
425000,4,2,1520,7983,1,0,0,5,1520,0,1967,0,15,22
219000,2,1,900,5160,1,0,0,3,900,0,1952,2008,35,49
250000,3,1,1050,6874,1,0,0,3,1050,0,1954,2005,36,62
390000,3,1,1260,6500,1,0,0,4,1260,0,1966,0,3,7
475000,6,3,3470,117612,1,0,0,3,3470,0,1924,2011,17,16
736000,4,2,2290,12047,2,0,0,4,2290,0,1988,0,3,5
407000,4,2,2810,23400,1,0,1,3,1710,1100,1958,2004,10,73
272000,3,2,1650,13816,2,0,0,3,1650,0,1998,2006,7,10
362000,3,2,1640,14374,1,0,0,4,1140,500,1963,0,6,66
535000,3,2,1850,10109,2,0,0,3,1850,0,1991,0,19,22
284000,4,2,2000,5390,2,0,0,3,2000,0,2003,0,18,26
367500,3,1,1410,9647,1,0,0,3,1410,0,1961,2004,36,70
379900,4,1,1500,11600,1,0,0,4,1000,500,1955,2009,17,16
520000,3,2,2460,54885,2,0,0,4,2460,0,1980,0,32,37
175000,3,1,1010,7034,1,0,0,3,1010,0,1954,2005,32,35
460000,2,2,1230,929,2,0,0,3,1020,210,2004,2003,35,53
345000,4,2,2331,3826,2,0,0,3,2331,0,2007,0,32,36
455000,5,2,2240,7770,1,0,0,3,1340,900,1978,0,19,22
610000,4,3,2450,10117,1,0,0,5,1580,870,1967,0,3,5
563000,4,3,3100,15480,2,0,0,3,2400,700,1996,0,17,16
612500,4,2,2060,5000,1,0,0,3,1030,1030,1949,2013,35,56
218000,3,1,1850,7684,1,0,0,3,1320,530,1979,2014,14,13
404000,4,1,1840,10720,1,0,0,3,960,880,1958,2004,3,7
860000,4,2,3740,32417,2,0,0,3,3740,0,2000,0,31,32
136500,3,1,1420,8580,1,0,0,3,1420,0,1962,2003,14,13
313950,3,1,1510,6083,1,0,0,4,860,650,1940,2001,35,54
575000,3,1,2130,6500,1,0,2,3,1170,960,1954,2005,35,74
1225000,4,2,3490,6906,2,0,0,4,2280,1210,1928,0,35,74
280000,3,1,1630,11800,1,0,0,4,1630,0,1971,0,27,27
515000,3,2,1790,7167,2,0,0,3,1790,0,1989,0,33,42
513000,4,2,2000,5684,2,0,0,3,2000,0,1996,0,17,16
599000,4,2,2260,29930,2,0,0,4,1400,860,1977,0,3,5
685000,4,2,3030,7864,2,0,0,3,3030,0,1999,0,33,42
365000,3,1,1310,8160,1,0,0,3,1310,0,1950,2005,35,62
762300,4,2,3880,14550,2,0,0,3,3880,0,1987,2000,33,42
1580000,4,3,3760,10920,1,0,0,5,2400,1360,1950,0,35,48
562000,5,2,3040,8111,2,0,0,3,3040,0,1984,0,31,31
530000,5,2,2910,9636,1,0,0,4,1690,1220,1964,0,3,7
525000,3,2,2970,11985,1,0,0,3,1770,1200,1995,0,33,42
484000,2,1,1660,6000,1,0,0,3,1160,500,1942,1999,35,48
725126,4,2,3200,12369,2,0,0,3,3200,0,1998,2006,25,37
360000,4,2,2680,18768,1,0,0,5,2680,0,1965,0,1,0
387000,3,1,1230,9568,1,0,0,5,1230,0,1962,0,25,34
483500,4,2,2740,45732,2,0,0,3,2740,0,1995,0,42,44
655500,4,3,3380,8330,2,0,0,3,3380,0,2000,0,36,70
345000,3,1,1110,6250,1,0,0,3,1110,0,1956,2001,35,54
533000,5,2,1800,3780,1,0,0,3,1400,400,1926,2003,35,47
385000,3,1,1900,5520,1,0,0,3,1280,620,1982,0,35,57
675000,2,1,930,36478,1,0,2,3,930,0,1951,1994,3,5
197000,3,1,1690,7735,1,0,0,4,1060,630,1976,1992,1,0
485000,3,2,1420,4080,1,0,0,3,1420,0,1905,2013,35,47
1870000,5,4,4510,15175,2,0,0,3,4510,0,1969,2002,23,25
295000,3,2,1980,8000,1,0,0,4,1560,420,1974,0,14,13
499000,2,1,1170,2400,1,0,0,4,740,430,1903,0,35,47
1050000,3,2,2200,1970,2,0,0,3,1610,590,2008,0,35,46
191000,3,1,800,8850,1,0,0,4,800,0,1959,0,14,13
500000,3,2,1480,1171,3,0,0,3,1480,0,2006,0,35,53
390000,5,3,2890,5000,1,0,0,3,1310,1580,2006,0,35,64
979000,3,2,2690,4047,3,0,0,3,2690,0,2014,0,35,56
580000,4,3,3569,8327,2,0,0,3,3569,0,2013,1923,32,33
369950,3,2,1270,1320,3,0,0,3,1270,0,2006,0,35,47
1800000,5,5,4490,10279,2,0,0,3,3930,560,2013,1923,3,3
776000,4,2,3040,6425,2,0,0,3,3040,0,2008,0,31,31
519950,3,2,1170,1249,3,0,0,3,1170,0,2014,0,35,50
255000,5,2,2060,8632,1,0,0,3,1030,1030,1962,2003,6,65
495000,3,1,990,6000,1,0,0,3,990,0,1943,2002,35,48
510000,4,2,2430,5203,2,0,0,3,2430,0,2003,0,36,67
1150000,4,4,4460,103382,2,0,0,3,4460,0,2001,0,31,32
253000,3,1,1250,10122,1,0,0,3,1250,0,1994,0,4,8
503000,3,2,1540,6760,1,0,0,5,1210,330,1980,0,19,22
275000,3,2,1600,7000,2,0,0,4,1600,0,1993,0,21,23
249000,3,1,1110,8423,1,0,0,3,1110,0,1952,2008,6,68
310000,3,1,1840,10723,1,0,0,4,1220,620,1974,0,32,36
750000,3,2,2520,5401,1,0,0,4,1360,1160,1946,1989,35,58
630000,3,2,2680,327135,2,0,0,3,2680,0,1995,0,30,30
599999,9,4,3830,6988,2,0,0,3,2450,1380,1938,2003,35,47
758000,4,2,2410,9549,1,0,0,4,1780,630,1956,0,19,21
248500,4,1,1720,10018,1,0,0,5,1720,0,1960,0,9,26
310000,3,1,2070,37904,1,0,0,4,1420,650,1973,0,18,19
460000,3,2,1760,9055,2,0,0,4,1760,0,1985,0,31,31
675000,3,1,1680,10500,1,0,0,4,1680,0,1959,0,3,4
526000,2,2,1550,2400,1,0,0,4,1550,0,1900,1971,35,47
560000,3,3,4120,60392,2,0,2,3,3180,940,1994,0,7,10
415000,4,3,1830,9548,2,0,0,3,1830,0,1991,0,5,16
246000,3,1,1400,7410,1,0,0,3,1400,0,1944,0,6,68
314500,3,1,1870,12381,1,0,0,4,1870,0,1957,2001,14,2
3200000,7,4,6210,8856,2,0,2,5,4760,1450,1910,0,35,52
420000,2,1,1040,3500,1,0,0,4,1040,0,1904,0,35,64
535000,3,1,2720,149410,1,0,0,3,2720,0,1988,2000,7,10
350000,3,1,1010,9360,1,0,0,3,1010,0,1981,2013,19,21
515000,3,1,1580,9147,1,0,1,4,1210,370,1967,0,3,7
749950,4,2,2600,6050,2,0,0,5,1960,640,1949,0,35,55
230000,3,2,1920,9180,2,0,0,3,1920,0,1988,2000,32,35
568000,3,2,2350,5080,1,0,0,3,1780,570,1929,0,35,57
250000,1,1,1100,4373,1,0,0,2,820,280,1947,0,6,68
581000,4,2,2510,13695,1,0,0,4,1280,1230,1961,2001,19,21
651000,3,2,3240,108366,2,0,0,4,3240,0,1991,0,18,26
600000,3,2,2460,108900,1,0,0,4,1860,600,1977,0,16,15
500000,2,1,1010,3885,1,0,0,4,1010,0,1906,1990,35,53
475000,2,1,820,2723,1,0,0,3,820,0,1921,2000,35,47
352000,5,2,2420,8560,1,0,2,3,1620,800,1978,0,35,57
420000,3,2,1770,8165,2,0,0,3,1770,0,1977,2004,19,22
428000,2,2,1350,3900,1,0,0,3,1350,0,2003,0,31,32
599000,3,1,1960,4788,1,0,0,4,1090,870,1920,0,35,54
492000,4,2,3305,16164,1,0,0,5,2245,1060,1922,1956,36,62
630000,2,2,2550,5663,1,0,0,3,1720,830,2011,0,32,34
900000,5,3,4130,226076,2,0,0,3,3170,960,1985,0,42,44
1110000,4,1,2310,13300,1,0,0,3,1890,420,1950,2005,8,3
575000,4,2,1650,5000,1,0,0,3,1650,0,1955,2005,35,56
705000,4,2,2650,4316,1,0,0,3,1520,1130,1905,2013,35,55
940000,4,2,1890,5940,1,0,1,3,1470,420,1963,2008,35,53
313000,3,1,2190,8000,1,0,0,4,2190,0,1967,0,14,13
618080,3,2,2030,6500,2,0,0,3,2030,0,1988,2000,16,15
640000,3,3,2270,5175,2,0,0,3,2130,140,2002,0,32,34
485000,3,2,1610,4160,1,0,0,4,1010,600,1917,0,35,63
300000,2,1,760,3001,1,0,0,3,760,0,1913,1983,35,64
379500,2,1,1640,17335,1,0,0,3,840,800,1978,0,31,32
339950,3,2,1630,12295,2,0,0,4,1630,0,1985,0,32,36
1500000,6,2,3560,6480,2,0,0,4,3560,0,1914,1945,35,53
1340000,3,3,2960,5500,2,0,2,3,2440,520,1937,1990,35,74
500000,3,2,1940,37565,1,0,0,4,1940,0,1987,0,16,15
239900,3,2,1410,7566,1,0,0,3,1410,0,1985,0,18,18
314950,3,1,1040,16986,1,0,0,4,1040,0,1968,0,32,37
361280,2,1,820,6400,1,0,0,4,820,0,1944,0,35,61
100000,2,1,910,22000,1,0,0,3,910,0,1956,2001,0,0
540000,7,5,3700,7647,2,0,1,3,3700,0,1948,1984,20,67
480500,4,2,2180,11200,1,0,0,4,2180,0,1968,0,42,41
280000,3,2,1600,4271,2,0,0,3,1600,0,2000,0,1,0
440000,3,1,1500,6180,1,0,0,4,1060,440,1947,1988,35,57
530000,3,1,1340,4284,1,0,0,3,1080,260,1910,2006,35,48
560000,3,2,1860,13374,1,0,0,3,1860,0,1985,0,16,15
775000,3,2,2540,7200,1,0,3,4,1600,940,1905,0,35,64
160000,2,1,1040,13100,1,0,0,5,1040,0,1912,0,18,20
209950,3,1,1380,11130,1,0,0,3,1380,0,1960,2012,14,2
226500,3,1,1640,10762,1,0,0,3,1130,510,1988,2000,9,26
380000,5,1,3000,6000,1,0,0,5,1500,1500,1958,0,35,71
409500,4,2,2140,13000,1,0,0,3,1320,820,1968,1997,17,16
690000,3,2,1760,6428,1,0,0,4,980,780,1942,1982,35,74
405000,3,2,1660,8307,1,0,0,4,1660,0,1961,2001,36,62
375000,3,2,1830,13042,2,0,0,3,1830,0,1990,2009,21,23
794154,4,2,2210,8556,1,0,1,4,1210,1000,1954,1979,35,74
185000,4,1,1490,6600,1,0,0,3,1490,0,1969,2010,6,69
245000,3,1,1260,1270,2,0,0,3,1040,220,2005,0,35,62
1532500,5,4,4270,8076,2,0,0,3,3400,870,2007,0,19,21
1040000,4,3,3900,8391,2,0,0,3,3900,0,2006,0,19,21
425000,2,2,1150,1027,3,0,0,3,1150,0,2008,0,35,47
495000,4,2,2656,21195,2,0,0,3,2656,0,2014,0,1,0
365000,5,2,2410,5003,1,0,0,3,1410,1000,2008,0,35,57
417250,3,2,1606,1452,3,0,0,3,1606,0,2009,0,35,60
339950,2,1,820,681,3,0,0,3,820,0,2006,0,35,47
615000,2,1,1540,6872,1,0,0,4,820,720,1946,1989,35,58
403000,3,2,2090,8354,2,0,0,3,2090,0,2012,1912,11,11
980000,5,2,3160,11470,1,0,0,4,1780,1380,1971,0,23,25
258000,4,1,1730,8320,1,0,0,3,1230,500,1977,2004,14,13
533000,3,1,1670,4080,1,0,0,3,1170,500,1967,2011,35,54
537500,4,2,2550,4630,2,0,0,3,2550,0,2005,0,33,43
830000,5,3,3040,9601,1,0,0,5,1970,1070,1968,0,23,25
712000,3,1,1250,4620,1,0,0,4,1150,100,1900,1971,35,47
262000,4,2,2020,6236,2,0,0,3,2020,0,2002,0,0,0
753888,4,2,2660,5500,2,0,2,3,2660,0,2003,0,16,17
134000,2,1,980,5000,2,0,0,3,980,0,1922,2003,37,75
402000,3,2,1960,8000,1,0,0,4,1290,670,1977,0,19,22
205000,2,1,720,5040,1,0,0,3,720,0,1955,2005,35,49
553650,2,2,1360,1349,2,0,0,3,1050,310,1997,0,35,53
559950,2,2,1870,4950,1,0,0,3,1870,0,2006,0,31,32
260000,4,1,2130,8800,1,0,0,3,1100,1030,1962,2003,18,20
270000,4,2,1810,6509,2,0,0,3,1810,0,1994,0,18,26
295000,2,1,2200,89298,1,0,0,3,1100,1100,1973,2013,16,15
719000,3,2,1690,4500,1,0,1,4,1690,0,1928,0,35,55
266000,3,2,1940,8547,1,0,0,3,1460,480,1989,0,18,18
325900,4,2,2320,6270,2,0,0,3,2320,0,2004,2003,18,26
647500,4,1,2060,26036,1,0,0,4,1160,900,1947,1988,26,68
1039000,4,1,3410,5000,2,0,0,5,2190,1220,1910,0,35,64
569000,4,2,2250,41688,2,0,0,3,2250,0,1980,0,31,32
246000,3,1,1390,7399,1,0,0,4,1390,0,1975,0,18,19
515000,2,1,1060,4960,1,0,0,3,1060,0,1926,2003,35,47
207000,3,1,1490,8995,1,0,0,4,1490,0,1954,1979,35,69
780000,4,1,2480,9195,1,0,0,3,1390,1090,1950,2005,3,3
489990,5,2,2440,20828,1,0,0,4,2440,0,1975,0,18,26
335000,3,1,2240,87625,1,0,0,2,1480,760,1980,0,1,45
295000,3,2,1920,7229,2,0,0,3,1920,0,1993,0,14,2
385000,3,1,1890,9920,1,0,0,3,1230,660,1944,0,35,60
350000,4,1,2250,13515,1,0,0,4,2150,100,1940,2001,18,18
235000,2,1,1270,3008,1,0,0,4,650,620,1923,0,35,57
358000,2,1,960,1808,2,0,0,3,960,0,1993,0,35,59
716500,4,2,3290,6465,2,0,0,3,3290,0,2002,0,33,43
228000,4,1,2000,6120,1,0,0,3,1100,900,1965,1993,35,71
405000,2,1,1020,8155,1,0,0,4,1020,0,1948,0,35,70
538000,4,1,1840,9600,1,0,0,3,1220,620,1967,2011,31,31
530000,3,1,1980,6760,1,0,0,4,1980,0,1973,0,3,7
1750000,6,3,3510,5760,2,0,0,4,3510,0,1906,1990,35,53
636000,2,1,1230,3600,1,0,0,5,1230,0,1925,0,35,58
535000,4,2,2280,65836,2,0,0,3,2280,0,2004,2003,42,44
1500000,3,1,2430,12757,1,0,2,4,1340,1090,1952,0,3,3
868500,3,2,2920,3942,3,0,0,3,2920,0,2008,0,32,34
530000,4,2,2280,2850,1,0,0,4,1540,740,1930,0,35,54
450000,3,2,1510,43560,1,0,0,3,1510,0,1954,2005,42,44
230000,3,1,950,6000,1,0,0,3,790,160,1939,1969,35,51
229000,3,2,1190,3000,2,0,0,3,1190,0,2002,0,40,71
437000,3,1,1310,9282,1,0,0,4,1310,0,1976,1992,31,31
1307000,5,3,2800,3200,1,0,0,5,1910,890,1932,2002,35,52
595000,3,2,1750,3354,2,0,0,4,1750,0,1991,0,19,21
660000,3,1,1320,5750,1,0,0,5,1320,0,1918,0,35,55
347500,4,2,2460,7350,2,0,0,3,2460,0,1989,0,14,13
297950,3,2,1240,10800,1,0,0,3,1240,0,1967,2010,32,36
245000,3,1,1260,7964,1,0,0,4,1260,0,1955,2009,10,66
543200,6,2,2820,15600,1,0,2,5,1970,850,1940,0,6,68
1250000,4,3,3820,24166,2,0,1,4,3310,510,1990,0,23,25
413450,3,2,1540,1614,3,0,0,3,1470,70,2008,0,35,47
330000,2,2,1550,435600,1,0,0,2,1550,0,1972,0,38,38
424500,3,1,1460,7700,1,0,0,3,1460,0,1979,2014,31,31
230000,3,1,1390,16000,1,0,0,4,1390,0,1960,2001,0,0
930000,3,3,2640,4080,2,0,0,3,1840,800,1912,2000,35,48
349000,3,1,1590,9620,1,0,0,3,1590,0,1988,2000,32,37
835000,4,2,1910,6960,1,0,0,5,1910,0,1941,0,35,47
988500,3,2,2015,16807,2,1,4,3,2015,0,2007,0,6,68
500000,3,1,1410,1197,3,0,0,3,1410,0,2012,1912,35,47
499000,2,1,1110,957,2,0,0,3,930,180,2005,0,35,58
321950,2,1,860,1277,2,0,0,3,860,0,2007,0,35,64
494000,3,2,2310,4729,2,0,0,3,2310,0,2011,0,17,16
441750,2,1,1020,1060,3,0,0,3,1020,0,2008,0,35,47
438000,2,1,980,1179,2,0,0,3,980,0,2010,0,35,58
985000,4,2,4230,37769,2,0,0,3,4230,0,1989,0,42,44
352000,3,2,1640,11050,1,0,0,4,1640,0,1972,0,32,37
839900,4,3,3810,13592,1,0,1,3,2560,1250,2013,1923,32,34
